Season,Region,County,CDC Week,Week Ending Date,Age Group,Case Count,Hospitalization Count,Coordinate,FIPS
2023-2024,CENTRAL,TIOGA,50,12/16/2023,18-49,4,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,50,12/16/2023,50-64,1,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,50,12/16/2023,65+,2,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,51,12/23/2023,0-4,4,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,51,12/23/2023,5-17,2,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,51,12/23/2023,18-49,11,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,51,12/23/2023,50-64,2,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,51,12/23/2023,65+,1,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,52,12/30/2023,0-4,12,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,52,12/30/2023,5-17,5,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,52,12/30/2023,18-49,8,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,52,12/30/2023,50-64,8,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TIOGA,52,12/30/2023,65+,4,0,"(42.1256, -76.3637)",36107
2023-2024,CENTRAL,TOMPKINS,40,10/07/2023,0-4,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,41,10/14/2023,18-49,3,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,42,10/21/2023,18-49,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,43,10/28/2023,50-64,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,44,11/04/2023,18-49,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,45,11/11/2023,18-49,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,45,11/11/2023,50-64,1,1,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,46,11/18/2023,18-49,3,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,46,11/18/2023,50-64,1,1,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,47,11/25/2023,5-17,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,47,11/25/2023,18-49,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,47,11/25/2023,65+,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,48,12/02/2023,0-4,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,48,12/02/2023,5-17,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,48,12/02/2023,18-49,7,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,48,12/02/2023,65+,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,49,12/09/2023,0-4,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,49,12/09/2023,5-17,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,49,12/09/2023,18-49,18,1,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,50,12/16/2023,0-4,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,50,12/16/2023,5-17,3,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,50,12/16/2023,18-49,21,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,50,12/16/2023,50-64,1,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,50,12/16/2023,65+,4,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,51,12/23/2023,0-4,5,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,51,12/23/2023,5-17,5,1,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,51,12/23/2023,18-49,12,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,51,12/23/2023,50-64,5,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,51,12/23/2023,65+,8,1,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,52,12/30/2023,0-4,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,52,12/30/2023,5-17,2,0,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,52,12/30/2023,18-49,19,1,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,52,12/30/2023,50-64,10,1,"(42.4532811, -76.4737116)",36109
2023-2024,CENTRAL,TOMPKINS,52,12/30/2023,65+,7,4,"(42.4532811, -76.4737116)",36109
2023-2024,METRO,ULSTER,40,10/07/2023,18-49,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,40,10/07/2023,50-64,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,41,10/14/2023,18-49,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,41,10/14/2023,65+,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,42,10/21/2023,18-49,4,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,42,10/21/2023,50-64,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,43,10/28/2023,18-49,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,43,10/28/2023,50-64,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,43,10/28/2023,65+,3,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,44,11/04/2023,0-4,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,44,11/04/2023,5-17,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,44,11/04/2023,50-64,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,44,11/04/2023,65+,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,45,11/11/2023,0-4,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,45,11/11/2023,5-17,7,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,45,11/11/2023,18-49,1,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,46,11/18/2023,0-4,3,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,46,11/18/2023,5-17,5,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,46,11/18/2023,18-49,7,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,46,11/18/2023,50-64,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,46,11/18/2023,65+,2,1,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,47,11/25/2023,0-4,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,47,11/25/2023,5-17,4,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,47,11/25/2023,18-49,9,1,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,47,11/25/2023,50-64,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,47,11/25/2023,65+,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,48,12/02/2023,0-4,4,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,48,12/02/2023,5-17,17,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,48,12/02/2023,18-49,12,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,48,12/02/2023,50-64,3,1,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,48,12/02/2023,65+,2,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,49,12/09/2023,0-4,9,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,49,12/09/2023,5-17,27,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,49,12/09/2023,18-49,16,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,49,12/09/2023,50-64,5,1,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,49,12/09/2023,65+,7,1,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,50,12/16/2023,0-4,17,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,50,12/16/2023,5-17,69,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,50,12/16/2023,18-49,52,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,50,12/16/2023,50-64,25,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,50,12/16/2023,65+,6,1,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,51,12/23/2023,0-4,43,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,51,12/23/2023,5-17,112,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,51,12/23/2023,18-49,54,1,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,51,12/23/2023,50-64,33,2,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,51,12/23/2023,65+,21,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,52,12/30/2023,0-4,38,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,52,12/30/2023,5-17,54,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,52,12/30/2023,18-49,57,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,52,12/30/2023,50-64,28,0,"(41.9472321, -74.265447)",36111
2023-2024,METRO,ULSTER,52,12/30/2023,65+,25,3,"(41.9472321, -74.265447)",36111
2023-2024,CAPITAL DISTRICT,WARREN,40,10/07/2023,5-17,1,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,40,10/07/2023,18-49,1,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,41,10/14/2023,0-4,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,41,10/14/2023,18-49,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,41,10/14/2023,65+,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,42,10/21/2023,5-17,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,42,10/21/2023,18-49,5,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,43,10/28/2023,0-4,1,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,43,10/28/2023,18-49,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,44,11/04/2023,0-4,1,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,44,11/04/2023,18-49,4,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,44,11/04/2023,50-64,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,44,11/04/2023,65+,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,45,11/11/2023,0-4,1,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,45,11/11/2023,5-17,1,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,45,11/11/2023,18-49,4,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,45,11/11/2023,50-64,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,46,11/18/2023,0-4,1,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,46,11/18/2023,5-17,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,46,11/18/2023,18-49,6,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,46,11/18/2023,50-64,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,46,11/18/2023,65+,4,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,47,11/25/2023,0-4,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,47,11/25/2023,5-17,8,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,47,11/25/2023,18-49,8,1,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,47,11/25/2023,50-64,2,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,47,11/25/2023,65+,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,48,12/02/2023,0-4,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,48,12/02/2023,5-17,4,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,48,12/02/2023,18-49,11,1,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,48,12/02/2023,50-64,3,2,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,48,12/02/2023,65+,3,3,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,49,12/09/2023,0-4,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,49,12/09/2023,5-17,4,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,49,12/09/2023,18-49,5,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,49,12/09/2023,50-64,5,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,49,12/09/2023,65+,15,4,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,50,12/16/2023,0-4,3,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,50,12/16/2023,5-17,11,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,50,12/16/2023,18-49,17,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,50,12/16/2023,50-64,10,3,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,50,12/16/2023,65+,6,5,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,51,12/23/2023,0-4,7,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,51,12/23/2023,5-17,10,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,51,12/23/2023,18-49,14,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,51,12/23/2023,50-64,11,2,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,51,12/23/2023,65+,16,3,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,52,12/30/2023,0-4,10,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,52,12/30/2023,5-17,12,0,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,52,12/30/2023,18-49,20,1,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,52,12/30/2023,50-64,13,5,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WARREN,52,12/30/2023,65+,12,9,"(43.5551053, -73.8381388)",36113
2023-2024,CAPITAL DISTRICT,WASHINGTON,40,10/07/2023,18-49,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,40,10/07/2023,50-64,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,41,10/14/2023,0-4,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,41,10/14/2023,50-64,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,42,10/21/2023,5-17,3,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,42,10/21/2023,18-49,4,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,43,10/28/2023,0-4,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,43,10/28/2023,5-17,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,43,10/28/2023,18-49,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,43,10/28/2023,50-64,2,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,43,10/28/2023,65+,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,0-4,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,5-17,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,18-49,2,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,50-64,2,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,65+,2,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,5-17,2,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,18-49,3,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,50-64,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,65+,1,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,0-4,2,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,5-17,11,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,18-49,6,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,50-64,2,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,65+,5,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,0-4,4,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,5-17,6,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,18-49,10,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,50-64,3,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,65+,3,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,0-4,6,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,5-17,9,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,18-49,20,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,50-64,8,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,65+,9,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,5-17,12,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,18-49,11,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,50-64,11,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,65+,14,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,0-4,5,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,5-17,10,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,18-49,7,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,50-64,15,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,65+,8,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,0-4,7,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,5-17,16,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,18-49,17,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,50-64,6,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,65+,7,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,0-4,6,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,5-17,4,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,18-49,20,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,50-64,16,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,65+,10,0,"(43.3123766, -73.4394282)",36115
2023-2024,WESTERN,WAYNE,40,10/07/2023,18-49,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,42,10/21/2023,18-49,3,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,43,10/28/2023,18-49,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,18-49,2,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,50-64,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,65+,2,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,5-17,2,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,50-64,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,18-49,2,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,50-64,2,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,0-4,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,18-49,7,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,50-64,4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,65+,1,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,0-4,2,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,5-17,4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,18-49,6,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,50-64,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,65+,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,0-4,2,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,5-17,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,18-49,9,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,50-64,1,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,65+,3,3,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,0-4,4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,5-17,16,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,18-49,16,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,50-64,10,4,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,65+,8,3,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,0-4,9,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,5-17,48,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,18-49,40,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,50-64,34,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,65+,19,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,0-4,20,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,5-17,37,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,18-49,53,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,50-64,45,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,65+,24,3,"(43.2020, -77.0104)",36117
2023-2024,METRO,WESTCHESTER,40,10/07/2023,0-4,9,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,40,10/07/2023,5-17,33,1,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,40,10/07/2023,18-49,22,0,"(41.1527698, -73.745912)",36119
