Season,Region,County,CDC Week,Week Ending Date,Count,Age Group
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,41,10/10/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,41,10/10/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,41,10/10/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,42,10/17/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,42,10/17/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,42,10/17/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,42,10/17/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,42,10/17/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,43,10/24/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,43,10/24/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,43,10/24/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,43,10/24/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,43,10/24/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,44,10/31/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,44,10/31/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,44,10/31/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,44,10/31/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,44,10/31/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,45,11/07/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,45,11/07/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,45,11/07/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,45,11/07/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,45,11/07/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,46,11/14/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,46,11/14/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,46,11/14/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,46,11/14/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,46,11/14/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,47,11/21/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,47,11/21/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,47,11/21/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,47,11/21/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,47,11/21/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,48,11/28/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,48,11/28/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,48,11/28/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,48,11/28/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,48,11/28/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,49,12/05/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,49,12/05/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,49,12/05/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,49,12/05/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,49,12/05/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,50,12/12/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,50,12/12/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,50,12/12/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,50,12/12/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,50,12/12/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,51,12/19/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,51,12/19/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,51,12/19/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,51,12/19/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,51,12/19/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,52,12/26/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,52,12/26/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,52,12/26/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,52,12/26/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,52,12/26/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,53,01/02/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,53,01/02/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,53,01/02/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,53,01/02/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,53,01/02/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,1,01/09/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,1,01/09/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,1,01/09/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,1,01/09/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,1,01/09/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,2,01/16/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,2,01/16/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,2,01/16/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,2,01/16/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,2,01/16/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,3,01/23/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,3,01/23/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,3,01/23/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,3,01/23/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,3,01/23/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,4,01/30/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,4,01/30/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,4,01/30/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,4,01/30/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,4,01/30/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,5,02/06/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,5,02/06/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,5,02/06/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,5,02/06/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,5,02/06/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,6,02/13/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,6,02/13/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,6,02/13/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,6,02/13/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,6,02/13/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,7,02/20/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,7,02/20/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,7,02/20/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,7,02/20/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,7,02/20/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,8,02/27/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,8,02/27/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,8,02/27/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,8,02/27/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,8,02/27/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,9,03/06/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,9,03/06/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,9,03/06/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,9,03/06/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,9,03/06/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,10,03/13/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,10,03/13/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,10,03/13/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,10,03/13/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,10,03/13/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,11,03/20/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,11,03/20/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,11,03/20/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,11,03/20/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,11,03/20/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,12,03/27/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,12,03/27/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,12,03/27/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,12,03/27/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,12,03/27/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,13,04/03/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,13,04/03/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,13,04/03/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,13,04/03/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,13,04/03/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,14,04/10/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,14,04/10/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,14,04/10/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,14,04/10/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,14,04/10/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,15,04/17/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,15,04/17/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,15,04/17/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,15,04/17/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,15,04/17/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,16,04/24/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,16,04/24/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,16,04/24/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,16,04/24/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,16,04/24/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,17,05/01/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,17,05/01/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,17,05/01/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,17,05/01/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,17,05/01/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,18,05/08/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,18,05/08/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,18,05/08/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,18,05/08/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,18,05/08/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,19,05/15/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,19,05/15/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,19,05/15/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,19,05/15/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,19,05/15/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,20,05/22/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,20,05/22/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,20,05/22/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,20,05/22/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,COLUMBIA,20,05/22/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,41,10/10/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,41,10/10/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,41,10/10/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,41,10/10/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,41,10/10/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,42,10/17/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,42,10/17/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,42,10/17/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,42,10/17/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,42,10/17/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,43,10/24/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,43,10/24/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,43,10/24/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,43,10/24/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,43,10/24/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,44,10/31/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,44,10/31/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,44,10/31/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,44,10/31/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,44,10/31/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,45,11/07/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,45,11/07/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,45,11/07/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,45,11/07/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,45,11/07/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,46,11/14/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,46,11/14/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,46,11/14/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,46,11/14/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,46,11/14/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,47,11/21/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,47,11/21/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,47,11/21/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,47,11/21/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,47,11/21/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,48,11/28/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,48,11/28/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,48,11/28/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,48,11/28/2020,1,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,48,11/28/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,49,12/05/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,49,12/05/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,49,12/05/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,49,12/05/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,49,12/05/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,50,12/12/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,50,12/12/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,50,12/12/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,50,12/12/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,50,12/12/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,51,12/19/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,51,12/19/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,51,12/19/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,51,12/19/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,51,12/19/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,52,12/26/2020,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,52,12/26/2020,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,52,12/26/2020,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,52,12/26/2020,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,52,12/26/2020,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,53,01/02/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,53,01/02/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,53,01/02/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,53,01/02/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,53,01/02/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,1,01/09/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,1,01/09/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,1,01/09/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,1,01/09/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,1,01/09/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,2,01/16/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,2,01/16/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,2,01/16/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,2,01/16/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,2,01/16/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,3,01/23/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,3,01/23/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,3,01/23/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,3,01/23/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,3,01/23/2021,2,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,4,01/30/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,4,01/30/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,4,01/30/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,4,01/30/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,4,01/30/2021,3,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,5,02/06/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,5,02/06/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,5,02/06/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,5,02/06/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,5,02/06/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,6,02/13/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,6,02/13/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,6,02/13/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,6,02/13/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,6,02/13/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,7,02/20/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,7,02/20/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,7,02/20/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,7,02/20/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,7,02/20/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,8,02/27/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,8,02/27/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,8,02/27/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,8,02/27/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,8,02/27/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,9,03/06/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,9,03/06/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,9,03/06/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,9,03/06/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,9,03/06/2021,1,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,10,03/13/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,10,03/13/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,10,03/13/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,10,03/13/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,10,03/13/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,11,03/20/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,11,03/20/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,11,03/20/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,11,03/20/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,11,03/20/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,12,03/27/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,12,03/27/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,12,03/27/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,12,03/27/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,12,03/27/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,13,04/03/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,13,04/03/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,13,04/03/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,13,04/03/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,13,04/03/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,14,04/10/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,14,04/10/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,14,04/10/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,14,04/10/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,14,04/10/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,15,04/17/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,15,04/17/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,15,04/17/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,15,04/17/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,15,04/17/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,16,04/24/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,16,04/24/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,16,04/24/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,16,04/24/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,16,04/24/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,17,05/01/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,17,05/01/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,17,05/01/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,17,05/01/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,17,05/01/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,18,05/08/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,18,05/08/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,18,05/08/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,18,05/08/2021,0,50-64
2020 - 2021,CAPITAL DISTRICT,DELAWARE,18,05/08/2021,0,65+
2020 - 2021,CAPITAL DISTRICT,DELAWARE,19,05/15/2021,0,0-4
2020 - 2021,CAPITAL DISTRICT,DELAWARE,19,05/15/2021,0,5-17
2020 - 2021,CAPITAL DISTRICT,DELAWARE,19,05/15/2021,0,18-49
2020 - 2021,CAPITAL DISTRICT,DELAWARE,19,05/15/2021,0,50-64
